identity,generation_method,source_identity,blend_alpha,output_path,embedding_ok,arcface_similarity,rank1_match,case_label,saliency_path,saliency_cosine_sim,saliency_l1,reg_forehead,reg_eyes,reg_nose,reg_mouth,reg_jaw_chin
Steven_Seagal,insightface_swap,Aron_Ralston,,data/synthetic_probes/insightface_swap/Steven_Seagal/Steven_Seagal_swap_1.jpg,True,-0.027504,False,D,results/crise_maps/crise_tau0p1_Steven_Seagal_Steven_Seagal_swap_1_N1000_s8_p0.5_seed420010_saliency_norm.npy,0.6981347799301147,0.3132832646369934,0.27569364315280775,0.11658435333153287,0.016741186788874055,0.0478920049842384,0.07559555389329746
Steven_Seagal,insightface_swap,Duane_Lee_Chapman,,data/synthetic_probes/insightface_swap/Steven_Seagal/Steven_Seagal_swap_2.jpg,True,0.044559,False,C,results/crise_maps/crise_tau0p1_Steven_Seagal_Steven_Seagal_swap_2_N1000_s8_p0.5_seed420011_saliency_norm.npy,0.8030868768692017,0.34674352407455444,0.2516200528360388,0.13429489424882654,0.04967345177374363,0.06527204332746014,0.09075996438426127
Greg_Rusedski,insightface_swap,Aitor_Gonzalez,,data/synthetic_probes/insightface_swap/Greg_Rusedski/Greg_Rusedski_swap_0.jpg,True,0.106414,False,C,results/crise_maps/crise_tau0p1_Greg_Rusedski_Greg_Rusedski_swap_0_N1000_s8_p0.5_seed420012_saliency_norm.npy,0.8400010466575623,0.29026463627815247,0.24408247078119763,0.13868224554989045,0.038402121066102086,0.09202587812459587,0.08286520398848575
Greg_Rusedski,insightface_swap,Allison_Janney,,data/synthetic_probes/insightface_swap/Greg_Rusedski/Greg_Rusedski_swap_1.jpg,True,-0.03464,False,C,results/crise_maps/crise_tau0p1_Greg_Rusedski_Greg_Rusedski_swap_1_N1000_s8_p0.5_seed420013_saliency_norm.npy,0.8067982792854309,0.2969638705253601,0.3028100150337833,0.15438637382695303,0.028732890811615366,0.036400376166832143,0.06435101288406635
Greg_Rusedski,insightface_swap,Xavier_Malisse,,data/synthetic_probes/insightface_swap/Greg_Rusedski/Greg_Rusedski_swap_2.jpg,True,0.196152,False,C,results/crise_maps/crise_tau0p1_Greg_Rusedski_Greg_Rusedski_swap_2_N1000_s8_p0.5_seed420014_saliency_norm.npy,0.877495527267456,0.216226726770401,0.285393087798338,0.14501478582985758,0.06314031924014027,0.09860004832313841,0.05648114397305953
GL_Peiris,insightface_swap,Laurent_Gbagbo,,data/synthetic_probes/insightface_swap/GL_Peiris/GL_Peiris_swap_0.jpg,True,0.028876,False,C,results/crise_maps/crise_tau0p1_GL_Peiris_GL_Peiris_swap_0_N1000_s8_p0.5_seed420015_saliency_norm.npy,0.8026689291000366,0.27642711997032166,0.24987015356048956,0.18042641640389093,0.060230173565083645,0.08523421349006796,0.0755039535541743
GL_Peiris,insightface_swap,Byron_Scott,,data/synthetic_probes/insightface_swap/GL_Peiris/GL_Peiris_swap_1.jpg,True,0.063872,False,C,results/crise_maps/crise_tau0p1_GL_Peiris_GL_Peiris_swap_1_N1000_s8_p0.5_seed420016_saliency_norm.npy,0.8035231232643127,0.314462274312973,0.26334244086023767,0.17583188416155165,0.04118464451533687,0.07552893722654574,0.07723857721212389
GL_Peiris,insightface_swap,Rogerio_Romero,,data/synthetic_probes/insightface_swap/GL_Peiris/GL_Peiris_swap_2.jpg,True,0.039644,False,C,results/crise_maps/crise_tau0p1_GL_Peiris_GL_Peiris_swap_2_N1000_s8_p0.5_seed420017_saliency_norm.npy,0.8348272442817688,0.2532353401184082,0.27658139970419965,0.1926985988654372,0.04747089858922866,0.056283427539307325,0.07740212638469826
Ethan_Hawke,insightface_swap,Bob_Graham,,data/synthetic_probes/insightface_swap/Ethan_Hawke/Ethan_Hawke_swap_0.jpg,True,-0.020543,False,C,results/crise_maps/crise_tau0p1_Ethan_Hawke_Ethan_Hawke_swap_0_N1000_s8_p0.5_seed420018_saliency_norm.npy,0.7790305018424988,0.26502302289009094,0.3149888709999228,0.15103267123413808,0.03664012540673446,0.05251846721500199,0.1153277481399544
Ethan_Hawke,insightface_swap,Elisabeth_Schumacher,,data/synthetic_probes/insightface_swap/Ethan_Hawke/Ethan_Hawke_swap_1.jpg,True,-0.019601,False,C,results/crise_maps/crise_tau0p1_Ethan_Hawke_Ethan_Hawke_swap_1_N1000_s8_p0.5_seed420019_saliency_norm.npy,0.7730731964111328,0.3050841987133026,0.2904414769278842,0.13414292490670798,0.0315161769963885,0.039109594333826075,0.09217611079062332
Ethan_Hawke,insightface_swap,Thomas_Malchow,,data/synthetic_probes/insightface_swap/Ethan_Hawke/Ethan_Hawke_swap_2.jpg,True,-0.020013,False,C,results/crise_maps/crise_tau0p1_Ethan_Hawke_Ethan_Hawke_swap_2_N1000_s8_p0.5_seed420020_saliency_norm.npy,0.7930600643157959,0.24802221357822418,0.29130260728708884,0.13262078714567374,0.04196418759102588,0.06974347639338625,0.11047497160230826
Christine_Gregoire,insightface_swap,Noelle_Bush,,data/synthetic_probes/insightface_swap/Christine_Gregoire/Christine_Gregoire_swap_0.jpg,True,0.254811,True,A,results/crise_maps/crise_tau0p1_Christine_Gregoire_Christine_Gregoire_swap_0_N1000_s8_p0.5_seed420021_saliency_norm.npy,0.9092923998832703,0.18076005578041077,0.27462034386569223,0.22120170460422425,0.08547243099585733,0.04756931444682907,0.07851163924564852
Christine_Gregoire,insightface_swap,Matt_Damon,,data/synthetic_probes/insightface_swap/Christine_Gregoire/Christine_Gregoire_swap_1.jpg,True,0.029262,False,C,results/crise_maps/crise_tau0p1_Christine_Gregoire_Christine_Gregoire_swap_1_N1000_s8_p0.5_seed420022_saliency_norm.npy,0.8214825391769409,0.3381465673446655,0.28368320305090006,0.12019510646370034,0.05907835392066772,0.06708723605797301,0.07104207829017548
Christine_Gregoire,insightface_swap,Adolfo_Aguilar_Zinser,,data/synthetic_probes/insightface_swap/Christine_Gregoire/Christine_Gregoire_swap_2.jpg,True,0.026349,False,C,results/crise_maps/crise_tau0p1_Christine_Gregoire_Christine_Gregoire_swap_2_N1000_s8_p0.5_seed420023_saliency_norm.npy,0.8554692268371582,0.3005710542201996,0.2862205823392304,0.1731256218163459,0.028214521852375097,0.036781633599952894,0.05993337528490553
Stephen_Friedman,insightface_swap,Tim_Chapman,,data/synthetic_probes/insightface_swap/Stephen_Friedman/Stephen_Friedman_swap_0.jpg,True,-0.051022,False,C,results/crise_maps/crise_tau0p1_Stephen_Friedman_Stephen_Friedman_swap_0_N1000_s8_p0.5_seed420024_saliency_norm.npy,0.8549447059631348,0.24980521202087402,0.2574217820877965,0.19632777747108762,0.04740158483832999,0.05690066442714711,0.07255760492721561
Stephen_Friedman,insightface_swap,Phil_Mickelson,,data/synthetic_probes/insightface_swap/Stephen_Friedman/Stephen_Friedman_swap_1.jpg,True,-0.081537,False,C,results/crise_maps/crise_tau0p1_Stephen_Friedman_Stephen_Friedman_swap_1_N1000_s8_p0.5_seed420025_saliency_norm.npy,0.8369125127792358,0.2525213062763214,0.28453988339740216,0.10761626427016838,0.042262546740377854,0.056044917338723944,0.07818626108183434
Stephen_Friedman,insightface_swap,Claudia_Schiffer,,data/synthetic_probes/insightface_swap/Stephen_Friedman/Stephen_Friedman_swap_2.jpg,True,-0.050114,False,C,results/crise_maps/crise_tau0p1_Stephen_Friedman_Stephen_Friedman_swap_2_N1000_s8_p0.5_seed420026_saliency_norm.npy,0.7685426473617554,0.2989770472049713,0.2795217651760947,0.15256310453331504,0.021122364376884264,0.04833916538114991,0.05810004985181885
Bruce_Weber,insightface_swap,Harvey_Weinstein,,data/synthetic_probes/insightface_swap/Bruce_Weber/Bruce_Weber_swap_0.jpg,True,0.110262,False,D,results/crise_maps/crise_tau0p1_Bruce_Weber_Bruce_Weber_swap_0_N1000_s8_p0.5_seed420027_saliency_norm.npy,0.7234789133071899,0.3570003807544708,0.2842967671362412,0.1384554645041399,0.02403925332742834,0.07375992630218832,0.10250139212289508
Bruce_Weber,insightface_swap,Michael_Winterbottom,,data/synthetic_probes/insightface_swap/Bruce_Weber/Bruce_Weber_swap_1.jpg,True,-0.022564,False,D,results/crise_maps/crise_tau0p1_Bruce_Weber_Bruce_Weber_swap_1_N1000_s8_p0.5_seed420028_saliency_norm.npy,0.7159956693649292,0.3938353657722473,0.2796030447774779,0.11719579085656538,0.03502781849042669,0.050084951380994884,0.08425506217398994
Bruce_Weber,insightface_swap,Phil_Gramm,,data/synthetic_probes/insightface_swap/Bruce_Weber/Bruce_Weber_swap_2.jpg,True,0.110068,False,D,results/crise_maps/crise_tau0p1_Bruce_Weber_Bruce_Weber_swap_2_N1000_s8_p0.5_seed420029_saliency_norm.npy,0.7208909392356873,0.3296613097190857,0.3300207863916048,0.1375031421867296,0.04210043938260358,0.05990498271902388,0.07040200730034397
Robert_Horan,insightface_swap,Gerry_Parsky,,data/synthetic_probes/insightface_swap/Robert_Horan/Robert_Horan_swap_0.jpg,True,0.113369,False,D,results/crise_maps/crise_tau0p1_Robert_Horan_Robert_Horan_swap_0_N1000_s8_p0.5_seed420030_saliency_norm.npy,0.7299044132232666,0.23233763873577118,0.28822965818725543,0.1820441731127918,0.030005139927055443,0.0706564487096164,0.061156230206510946
Robert_Horan,insightface_swap,Giuseppe_Gibilisco,,data/synthetic_probes/insightface_swap/Robert_Horan/Robert_Horan_swap_1.jpg,True,0.143328,False,C,results/crise_maps/crise_tau0p1_Robert_Horan_Robert_Horan_swap_1_N1000_s8_p0.5_seed420031_saliency_norm.npy,0.8188931941986084,0.2497606873512268,0.24629537752777653,0.1292349825533248,0.06041775818082354,0.07729379596879622,0.0946798250653008
Robert_Horan,insightface_swap,Mack_Brown,,data/synthetic_probes/insightface_swap/Robert_Horan/Robert_Horan_swap_2.jpg,True,0.092237,False,C,results/crise_maps/crise_tau0p1_Robert_Horan_Robert_Horan_swap_2_N1000_s8_p0.5_seed420032_saliency_norm.npy,0.80344557762146,0.3416937589645386,0.28789076308733524,0.16727795949915797,0.052437327658722936,0.0666859486800269,0.07291458565040516
Steve_Waugh,insightface_swap,Garry_Trudeau,,data/synthetic_probes/insightface_swap/Steve_Waugh/Steve_Waugh_swap_0.jpg,True,0.090723,False,C,results/crise_maps/crise_tau0p1_Steve_Waugh_Steve_Waugh_swap_0_N1000_s8_p0.5_seed420033_saliency_norm.npy,0.8515920639038086,0.24135492742061615,0.24122118187512046,0.2266589648057814,0.05651586531410724,0.058586139901127154,0.08400034274878834
Steve_Waugh,insightface_swap,Keira_Knightley,,data/synthetic_probes/insightface_swap/Steve_Waugh/Steve_Waugh_swap_1.jpg,True,-0.013787,False,C,results/crise_maps/crise_tau0p1_Steve_Waugh_Steve_Waugh_swap_1_N1000_s8_p0.5_seed420034_saliency_norm.npy,0.8166587352752686,0.25824764370918274,0.30272530232217254,0.19970242462297375,0.0350539086962377,0.05374765597977957,0.08460982384131414
Steve_Waugh,insightface_swap,Robert_Torricelli,,data/synthetic_probes/insightface_swap/Steve_Waugh/Steve_Waugh_swap_2.jpg,True,-0.042647,False,C,results/crise_maps/crise_tau0p1_Steve_Waugh_Steve_Waugh_swap_2_N1000_s8_p0.5_seed420035_saliency_norm.npy,0.823158860206604,0.2662575840950012,0.2722184011496551,0.20728956939783844,0.039033335000037035,0.05325593346518811,0.06659875775017221
Michelle_Kwan,insightface_swap,Mariana_Pollack,,data/synthetic_probes/insightface_swap/Michelle_Kwan/Michelle_Kwan_swap_0.jpg,True,0.11982,False,C,results/crise_maps/crise_tau0p1_Michelle_Kwan_Michelle_Kwan_swap_0_N1000_s8_p0.5_seed420036_saliency_norm.npy,0.8284968137741089,0.19612933695316315,0.22033302224792387,0.14684272875882975,0.0584403126913155,0.0860624923776671,0.09328910125527201
Michelle_Kwan,insightface_swap,Donna_Shalala,,data/synthetic_probes/insightface_swap/Michelle_Kwan/Michelle_Kwan_swap_1.jpg,True,0.046625,False,C,results/crise_maps/crise_tau0p1_Michelle_Kwan_Michelle_Kwan_swap_1_N1000_s8_p0.5_seed420037_saliency_norm.npy,0.8064150810241699,0.29348206520080566,0.2385686100422807,0.19825862014166012,0.049773699447621486,0.04615039569320905,0.04998827450569677
Michelle_Kwan,insightface_swap,Angelina_Jolie,,data/synthetic_probes/insightface_swap/Michelle_Kwan/Michelle_Kwan_swap_2.jpg,True,-9.5e-05,False,C,results/crise_maps/crise_tau0p1_Michelle_Kwan_Michelle_Kwan_swap_2_N1000_s8_p0.5_seed420038_saliency_norm.npy,0.7685670852661133,0.303699791431427,0.2535487118927447,0.1566639091486408,0.03144307797442361,0.08269934581802181,0.08840210324085981
Bob_Beauprez,insightface_swap,Rich_Gannon,,data/synthetic_probes/insightface_swap/Bob_Beauprez/Bob_Beauprez_swap_0.jpg,True,0.088293,False,C,results/crise_maps/crise_tau0p1_Bob_Beauprez_Bob_Beauprez_swap_0_N1000_s8_p0.5_seed420039_saliency_norm.npy,0.7870995402336121,0.29120326042175293,0.31946984219987473,0.111296048816627,0.03611898137816152,0.047197550793916895,0.08755234401788965
Bob_Beauprez,insightface_swap,Yevgeny_Kafelnikov,,data/synthetic_probes/insightface_swap/Bob_Beauprez/Bob_Beauprez_swap_1.jpg,True,-0.034619,False,D,results/crise_maps/crise_tau0p1_Bob_Beauprez_Bob_Beauprez_swap_1_N1000_s8_p0.5_seed420040_saliency_norm.npy,0.7407962083816528,0.2950552701950073,0.33982587405290204,0.11117936757301317,0.020874669376978443,0.029350395663187576,0.06621821332826042
Bob_Beauprez,insightface_swap,Sebastien_Grosjean,,data/synthetic_probes/insightface_swap/Bob_Beauprez/Bob_Beauprez_swap_2.jpg,True,0.045725,False,C,results/crise_maps/crise_tau0p1_Bob_Beauprez_Bob_Beauprez_swap_2_N1000_s8_p0.5_seed420041_saliency_norm.npy,0.8517036437988281,0.2590829133987427,0.23773722983161488,0.14876544308294512,0.04761644398528529,0.09684445105640974,0.10372976916217547
Oleksandr_Moroz,insightface_swap,Michael_Schumacher,,data/synthetic_probes/insightface_swap/Oleksandr_Moroz/Oleksandr_Moroz_swap_0.jpg,True,0.106676,False,C,results/crise_maps/crise_tau0p1_Oleksandr_Moroz_Oleksandr_Moroz_swap_0_N1000_s8_p0.5_seed420042_saliency_norm.npy,0.8414359092712402,0.3223884105682373,0.2712465387438689,0.12501206604987156,0.0275984901244737,0.061491084245205135,0.08363767840751989
Oleksandr_Moroz,insightface_swap,Lili_Taylor,,data/synthetic_probes/insightface_swap/Oleksandr_Moroz/Oleksandr_Moroz_swap_1.jpg,True,0.076362,False,C,results/crise_maps/crise_tau0p1_Oleksandr_Moroz_Oleksandr_Moroz_swap_1_N1000_s8_p0.5_seed420043_saliency_norm.npy,0.8420987129211426,0.24326729774475098,0.25354247190556817,0.1668179854917185,0.03249585755830026,0.04907540432695482,0.04943828020560191
Oleksandr_Moroz,insightface_swap,Patti_Labelle,,data/synthetic_probes/insightface_swap/Oleksandr_Moroz/Oleksandr_Moroz_swap_2.jpg,True,-0.016711,False,C,results/crise_maps/crise_tau0p1_Oleksandr_Moroz_Oleksandr_Moroz_swap_2_N1000_s8_p0.5_seed420044_saliency_norm.npy,0.8554090857505798,0.24257449805736542,0.28664572705850033,0.13716100046348348,0.030638847126445365,0.07468403725309733,0.07312926721619967
Kamal_Kharrazi,insightface_swap,Yao_Ming,,data/synthetic_probes/insightface_swap/Kamal_Kharrazi/Kamal_Kharrazi_swap_0.jpg,True,0.09156,False,C,results/crise_maps/crise_tau0p1_Kamal_Kharrazi_Kamal_Kharrazi_swap_0_N1000_s8_p0.5_seed420045_saliency_norm.npy,0.8975108861923218,0.21172954142093658,0.2648403842686417,0.17554178209967694,0.04962741280191642,0.06492691604143824,0.09279904697882743
Kamal_Kharrazi,insightface_swap,Vivica_Fox,,data/synthetic_probes/insightface_swap/Kamal_Kharrazi/Kamal_Kharrazi_swap_1.jpg,True,0.113031,False,C,results/crise_maps/crise_tau0p1_Kamal_Kharrazi_Kamal_Kharrazi_swap_1_N1000_s8_p0.5_seed420046_saliency_norm.npy,0.8990173935890198,0.16400383412837982,0.2688499579311514,0.18564443323190302,0.06475222392633734,0.0643777747065887,0.07766249922622866
Kamal_Kharrazi,insightface_swap,Justin_Gatlin,,data/synthetic_probes/insightface_swap/Kamal_Kharrazi/Kamal_Kharrazi_swap_2.jpg,True,0.079645,False,C,results/crise_maps/crise_tau0p1_Kamal_Kharrazi_Kamal_Kharrazi_swap_2_N1000_s8_p0.5_seed420047_saliency_norm.npy,0.855547308921814,0.2936294972896576,0.2652792310259118,0.15848666700338374,0.05285613572381819,0.04260824083450619,0.08329875855250099
Amanda_Beard,insightface_swap,Kevin_Costner,,data/synthetic_probes/insightface_swap/Amanda_Beard/Amanda_Beard_swap_0.jpg,True,0.126802,False,C,results/crise_maps/crise_tau0p1_Amanda_Beard_Amanda_Beard_swap_0_N1000_s8_p0.5_seed420048_saliency_norm.npy,0.8645652532577515,0.20299428701400757,0.27380615195168906,0.245229335480846,0.055260945329414474,0.03075720151231249,0.05415207976918764
Amanda_Beard,insightface_swap,Annette_Bening,,data/synthetic_probes/insightface_swap/Amanda_Beard/Amanda_Beard_swap_1.jpg,True,0.024116,False,C,results/crise_maps/crise_tau0p1_Amanda_Beard_Amanda_Beard_swap_1_N1000_s8_p0.5_seed420049_saliency_norm.npy,0.9274093508720398,0.23343047499656677,0.2660021703215312,0.16052602699303492,0.05064692066615024,0.06227234740052043,0.07233339963495383
Amanda_Beard,insightface_swap,George_Roy_Hill,,data/synthetic_probes/insightface_swap/Amanda_Beard/Amanda_Beard_swap_2.jpg,True,0.007624,False,C,results/crise_maps/crise_tau0p1_Amanda_Beard_Amanda_Beard_swap_2_N1000_s8_p0.5_seed420050_saliency_norm.npy,0.9153996706008911,0.1759946197271347,0.27122037498828505,0.146492758789879,0.014039138460464149,0.04720239921937163,0.08488234526633796
Allyson_Felix,insightface_swap,Pervez_Musharraf,,data/synthetic_probes/insightface_swap/Allyson_Felix/Allyson_Felix_swap_0.jpg,True,0.123766,False,C,results/crise_maps/crise_tau0p1_Allyson_Felix_Allyson_Felix_swap_0_N1000_s8_p0.5_seed420051_saliency_norm.npy,0.8367977142333984,0.29287710785865784,0.2604174615191814,0.1091747947549374,0.05594870394121028,0.09545238739525257,0.09955936770970324
Allyson_Felix,insightface_swap,Leslie_Caldwell,,data/synthetic_probes/insightface_swap/Allyson_Felix/Allyson_Felix_swap_1.jpg,True,0.056108,False,C,results/crise_maps/crise_tau0p1_Allyson_Felix_Allyson_Felix_swap_1_N1000_s8_p0.5_seed420052_saliency_norm.npy,0.8462750911712646,0.2607060968875885,0.24458169519827466,0.10367450061867726,0.052135035192477454,0.1037585902173784,0.10018190673291709
Allyson_Felix,insightface_swap,John_Taylor,,data/synthetic_probes/insightface_swap/Allyson_Felix/Allyson_Felix_swap_2.jpg,True,0.030333,False,C,results/crise_maps/crise_tau0p1_Allyson_Felix_Allyson_Felix_swap_2_N1000_s8_p0.5_seed420053_saliency_norm.npy,0.8063963055610657,0.3443506956100464,0.2969489906580648,0.17118357087186648,0.017242840744941194,0.054819084328100336,0.07953760922848506
Boris_Berezovsky,insightface_swap,John_Kerry,,data/synthetic_probes/insightface_swap/Boris_Berezovsky/Boris_Berezovsky_swap_0.jpg,True,0.096783,False,C,results/crise_maps/crise_tau0p1_Boris_Berezovsky_Boris_Berezovsky_swap_0_N1000_s8_p0.5_seed420054_saliency_norm.npy,0.8748273849487305,0.20983891189098358,0.28299576926042413,0.17671787961038954,0.038530925517939275,0.0586344674970191,0.07318997345946426
Boris_Berezovsky,insightface_swap,Marwan_Barghouthi,,data/synthetic_probes/insightface_swap/Boris_Berezovsky/Boris_Berezovsky_swap_1.jpg,True,0.023823,False,C,results/crise_maps/crise_tau0p1_Boris_Berezovsky_Boris_Berezovsky_swap_1_N1000_s8_p0.5_seed420055_saliency_norm.npy,0.8712497353553772,0.24166817963123322,0.29542859088953205,0.14054690159567282,0.05438502699080853,0.0686050911325503,0.06939085217637123
Boris_Berezovsky,insightface_swap,Phil_Gramm,,data/synthetic_probes/insightface_swap/Boris_Berezovsky/Boris_Berezovsky_swap_2.jpg,True,0.080495,False,C,results/crise_maps/crise_tau0p1_Boris_Berezovsky_Boris_Berezovsky_swap_2_N1000_s8_p0.5_seed420056_saliency_norm.npy,0.8763765096664429,0.2113572508096695,0.26652702560415054,0.1744939666442716,0.03985852724143577,0.048226527280405364,0.05324237835208807
Eric_Robert_Rudolph,insightface_swap,Andrew_Bunner,,data/synthetic_probes/insightface_swap/Eric_Robert_Rudolph/Eric_Robert_Rudolph_swap_0.jpg,True,0.095835,False,C,results/crise_maps/crise_tau0p1_Eric_Robert_Rudolph_Eric_Robert_Rudolph_swap_0_N1000_s8_p0.5_seed420057_saliency_norm.npy,0.8390886783599854,0.20891419053077698,0.2715424523733636,0.1523398172881853,0.05316955228902008,0.08637214793979879,0.12309619481984665
Eric_Robert_Rudolph,insightface_swap,Michael_Jackson,,data/synthetic_probes/insightface_swap/Eric_Robert_Rudolph/Eric_Robert_Rudolph_swap_1.jpg,True,0.085956,False,C,results/crise_maps/crise_tau0p1_Eric_Robert_Rudolph_Eric_Robert_Rudolph_swap_1_N1000_s8_p0.5_seed420058_saliency_norm.npy,0.8496350049972534,0.21637587249279022,0.28439266623942483,0.14225810264177471,0.06277886311274428,0.04357882973326473,0.05902647652991293
Eric_Robert_Rudolph,insightface_swap,Francisco_Flores,,data/synthetic_probes/insightface_swap/Eric_Robert_Rudolph/Eric_Robert_Rudolph_swap_2.jpg,True,0.046589,False,C,results/crise_maps/crise_tau0p1_Eric_Robert_Rudolph_Eric_Robert_Rudolph_swap_2_N1000_s8_p0.5_seed420059_saliency_norm.npy,0.8284620642662048,0.3516906797885895,0.29612924213792946,0.12549106171662983,0.034305603884178276,0.072918348925051,0.08340760456399128
Filippo_Inzaghi,insightface_swap,Chanda_Rubin,,data/synthetic_probes/insightface_swap/Filippo_Inzaghi/Filippo_Inzaghi_swap_0.jpg,True,-0.044125,False,C,results/crise_maps/crise_tau0p1_Filippo_Inzaghi_Filippo_Inzaghi_swap_0_N1000_s8_p0.5_seed420060_saliency_norm.npy,0.8630306124687195,0.2783559262752533,0.2742003356748125,0.1587551899757544,0.02539998801297004,0.060061064234341745,0.08587739426525043
Filippo_Inzaghi,insightface_swap,Ana_Palacio,,data/synthetic_probes/insightface_swap/Filippo_Inzaghi/Filippo_Inzaghi_swap_1.jpg,True,0.082545,False,C,results/crise_maps/crise_tau0p1_Filippo_Inzaghi_Filippo_Inzaghi_swap_1_N1000_s8_p0.5_seed420061_saliency_norm.npy,0.8392642736434937,0.24620702862739563,0.23723941603368726,0.17503677185992972,0.03725659774123868,0.08993182760987542,0.09532850536508844
Filippo_Inzaghi,insightface_swap,Jan-Michael_Gambill,,data/synthetic_probes/insightface_swap/Filippo_Inzaghi/Filippo_Inzaghi_swap_2.jpg,True,0.062454,False,C,results/crise_maps/crise_tau0p1_Filippo_Inzaghi_Filippo_Inzaghi_swap_2_N1000_s8_p0.5_seed420062_saliency_norm.npy,0.8684541583061218,0.20270206034183502,0.2217535264170663,0.16451350512874263,0.08014218406679957,0.12200424955618354,0.10041935142745118
